laptop_id,img_link,name,price,laptop_brand,os_brand,usecases,tags
95,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/q/d/n/-original-imagetjymucqggdq.jpeg?q=70,ASUS TUF Gaming A17 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7,88990,['ASUS'],Windows, Gaming,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 11 oper system game asu
99,https://rukminim1.flixcart.com/image/312/312/l15bxjk0/computer/8/4/i/-original-imagcsyu53jxgtqe.jpeg?q=70,ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7,61990,['ASUS'],Windows, Business/Professional,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 11 oper system business/profession asu
100,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,76990,['Lenovo'],Windows, Gaming,amd ryzen 7 octa core processor 8 gb ddr4 ram 64 bit window 11 oper system game lenovo
101,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/i/d/p/na-thin-and-light-laptop-apple-original-imagaygvtvf6cx8h.jpeg?q=70,APPLE MacBook Air M1,104990,['APPLE'],MacOS, Business/Professional,appl m1 processor 16 gb ddr4 ram mac os oper system business/profession appl
102,https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,Lenovo IdeaPad Core i5 11th Gen,78990,['Lenovo'],Windows, Business/Professional,intel core i5 processor (11th gen) 16 gb ddr4 ram 64 bit window 11 oper system business/profession lenovo
103,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/9/l/-original-imaghzahumgmsmj5.jpeg?q=70,DELL Core i5 11th Gen,63990,['DELL'],Windows, Business/Professional,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession dell
105,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/b/q/-original-imaghsggzmjg7qgn.jpeg?q=70,ASUS Vivobook 15 OLED (2022) Core i5 12th Gen,68990,['ASUS'],Windows, Business/Professional,intel core i5 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system business/profession asu
106,https://rukminim1.flixcart.com/image/312/312/l4oi4cw0/computer/i/n/e/a715-5g-gaming-laptop-acer-original-imagfj2g954wfdyz.jpeg?q=70,acer Aspire 7 Core i5 12th Gen,57990,['acer'],Windows, Business/Professional,intel core i5 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession acer
107,https://rukminim1.flixcart.com/image/312/312/l572ufk0/computer/r/n/k/fx517zc-hn108ws-gaming-laptop-asus-original-imagfxj5nfwkg5s7.jpeg?q=70,ASUS TUF Dash F15 Core i7 12th Gen,95990,['ASUS'],Windows, Gaming,intel core i7 processor (12th gen) 16 gb ddr5 ram 64 bit window 11 oper system game asu
110,https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70,realme Book(Slim) Intel Evo Core i5 11th Gen,59990,['realme'],Windows, Business/Professional,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system business/profession realm
111,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/q/2/-original-imagkqwzyzfahqac.jpeg?q=70,HP 14s Intel Core i5 12th Gen,61400,['HP'],Windows, Business/Professional,intel core i5 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system business/profession hp
112,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/l/a/w/-original-imagf39qgu4qjmgk.jpeg?q=70,Infinix X1 Slim Series Core i5 10th Gen,37990,['Infinix'],Windows, Business/Professional,intel core i5 processor (10th gen) 8 gb lpddr4x ram 64 bit window 11 oper system business/profession infinix
113,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/3/q/14-ek0074tu-thin-and-light-laptop-hp-original-imagh89bdga9fcys.jpeg?q=70,HP Pavilion Intel Core i5 12th Gen,77070,['HP'],Windows, Business/Professional,intel core i5 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system business/profession hp
114,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/1/g/-original-imagg6t9hmxg6ndz.jpeg?q=70,ASUS Vivobook 14 (2022) Core i5 12th Gen,56990,['ASUS'],Windows, Business/Professional,intel core i5 processor (12th gen) 8 gb ddr4 ram window 11 oper system business/profession asu
115,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/e/h/-original-imagjyc69gh3a8wu.jpeg?q=70,acer Aspire 7 Ryzen 5 Hexa Core 5500U,56990,['acer'],Windows, Gaming,amd ryzen 5 hexa core processor 16 gb ddr4 ram 64 bit window 11 oper system game acer
116,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/q/s/w/inspiron-3511-laptop-dell-original-imagfycrbnpu2nbh.jpeg?q=70,DELL Inspiron Core i3 11th Gen,42490,['DELL'],Windows, Home/Everyday use,intel core i3 processor (11th gen) 8 gb ddr4 ram window 11 oper system home/everyday use dell
117,https://rukminim1.flixcart.com/image/312/312/ks7tuvk0/computer/i/e/z/predator-helios-300-gaming-laptop-acer-original-imag5txxsjgxh47z.jpeg?q=70,acer Predator Helios 300 Core i7 11th Gen,95990,['acer'],Windows, Gaming,intel core i7 processor (11th gen) 16 gb ddr4 ram 64 bit window 10 oper system game acer
118,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/v/c/x/inspiron-3511-thin-and-light-laptop-dell-original-imagf4n2y3uk8jcz.jpeg?q=70,DELL Inspiron Core i3 11th Gen,44290,['DELL'],Windows, Business/Professional,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession dell
119,https://rukminim1.flixcart.com/image/312/312/l2ghgnk0/computer/t/g/j/14-ec1008au-thin-and-light-laptop-hp-original-imagdsx9uqnpahja.jpeg?q=70,HP Pavilion Ryzen 5 Hexa Core 5625U,63550,['HP'],Windows, Business/Professional,amd ryzen 5 hexa core processor 16 gb ddr4 ram 64 bit window 11 oper system business/profession hp
120,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/l/f/-original-imagg2ckcragzhhe.jpeg?q=70,MSI Core i9 12th Gen,119990,['MSI'],Windows, Gaming,intel core i9 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system game msi
121,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/b/v/q/na-thin-and-light-laptop-apple-original-imagaygvkp7pjexm.jpeg?q=70,APPLE MacBook Air M1,129990,['APPLE'],MacOS, Business/Professional,appl m1 processor 16 gb ddr4 ram mac os oper system business/profession appl
122,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70,ASUS TUF Gaming F15 Core i5 10th Gen,49990,['ASUS'],Windows, Gaming,intel core i5 processor (10th gen) 8 gb ddr4 ram window 11 oper system game asu
123,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/f/r/-original-imagjfgyxmcz7scf.jpeg?q=70,Infinix INBook X2 Plus Core i5 11th Gen,47990,['Infinix'],Windows, Business/Professional,intel core i5 processor (11th gen) 16 gb lpddr4x ram 64 bit window 11 oper system business/profession infinix
124,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/x/4/j/g15-5515-gaming-laptop-dell-original-imag7chqvu3veeaz.jpeg?q=70,DELL G15 Ryzen 5 Hexa Core 5600H,73990,['DELL'],Windows, Gaming,amd ryzen 5 hexa core processor 16 gb ddr4 ram 64 bit window 10 oper system game dell
125,https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/3/n/s/mk183hn-a-laptop-apple-original-imag7yzkbgbwvwq3.jpeg?q=70,APPLE 2021 Macbook Pro M1 Max,307990,['APPLE'],MacOS, Business/Professional,appl m1 max processor 32 gb unifi memori ram mac os oper system business/profession appl
126,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/4/x/vivobook-16x-laptop-asus-original-imaghezywsyju5sf.jpeg?q=70,ASUS Touchscreen Core i3 12th Gen,45990,['ASUS'],Windows, Home/Everyday use,intel core i3 processor (12th gen) 8 gb ddr4 ram window 11 oper system home/everyday use asu
127,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/e/s/15igl05-thin-and-light-laptop-lenovo-original-imaghvfkfwpmnpcf.jpeg?q=70,Lenovo Celeron Dual Core,27990,['Lenovo'],Windows, Budget Friendly,intel celeron dual core processor 8 gb ddr4 ram 64 bit window 11 oper system budget friendli lenovo
128,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70,MSI Core i5 11th Gen,62050,['MSI'],Windows, Business/Professional,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system business/profession msi
129,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/f/r/-original-imagjfgyxmcz7scf.jpeg?q=70,Infinix INBook X2 Plus Core i7 11th Gen,52990,['Infinix'],Windows, Creative/Design,intel core i7 processor (11th gen) 16 gb lpddr4x ram 64 bit window 11 oper system creative/design infinix
130,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/r/u/y/-original-imaghrfjvmz5eqwj.jpeg?q=70,ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD R7,65990,['ASUS'],Windows, Creative/Design,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 11 oper system creative/design asu
132,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/b/w/-original-imagg6t9sb9gvafu.jpeg?q=70,ASUS Vivobook 14 (2022) Core i5 12th Gen,56990,['ASUS'],Windows, Home/Everyday use,intel core i5 processor (12th gen) 8 gb ddr4 ram window 11 oper system home/everyday use asu
133,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/computer/z/t/0/inspiron-3515-notebook-dell-original-imagd5jzfjyuze5g.jpeg?q=70,DELL Inspiron Ryzen 3 Dual Core 3250U,41190,['DELL'],Windows, Budget Friendly,amd ryzen 3 dual core processor 8 gb ddr4 ram 64 bit window 11 oper system budget friendli dell
134,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/o/s/-original-imaghzah9mjvukjz.jpeg?q=70,DELL Core i5 12th Gen,57990,['DELL'],Windows, Business/Professional,intel core i5 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession dell
135,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/o/l/w/15-fa0353tx-gaming-laptop-hp-original-imaggytdx6zpv6qg.jpeg?q=70,HP Victus Intel Core i7 12th Gen,85990,['HP'],Windows, Business/Professional,intel core i7 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession hp
136,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70,Lenovo IdeaPad Core i5 11th Gen,55990,['Lenovo'],Windows, Business/Professional,intel core i5 processor (11th gen) 8 gb ddr4 ram window 11 oper system business/profession lenovo
137,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/g/p/-original-imaggskghfjzams4.jpeg?q=70,ASUS Vivobook Flip Core i5 12th Gen,79990,['ASUS'],Windows, Gaming,intel core i5 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system game asu
138,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/computer/3/w/s/inspiron-3521-notebook-dell-original-imagcyrhxaybghra.jpeg?q=70,DELL Inspiron Pentium Silver,32000,['DELL'],Windows, Budget Friendly,intel pentium silver processor 8 gb ddr4 ram 64 bit window 11 oper system budget friendli dell
139,https://rukminim1.flixcart.com/image/312/312/l2urv680/computer/e/6/d/-original-image333p9qc4qua.jpeg?q=70,ASUS Zenbook 14 OLED (2022) Intel EVO Core i5 12th Gen,89990,['ASUS'],Windows, Creative/Design,intel core i5 processor (12th gen) 16 gb lpddr5 ram window 11 oper system creative/design asu
140,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/9/5/2/eg2036tu-thin-and-light-laptop-hp-original-imagduyqdgd5gtas.jpeg?q=70,HP Pavilion Intel Core i7 12th Gen,88900,['HP'],Windows, Business/Professional,intel core i7 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system business/profession hp
141,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70,ASUS Vivobook 15 Touch Core i3 11th Gen,41990,['ASUS'],Windows, Home/Everyday use,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use asu
143,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,44490,['ASUS'],Windows, Home/Everyday use,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use asu
144,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/9/b/ideapad-3-thin-and-light-laptop-lenovo-original-imaghqfhjbzprpxn.jpeg?q=70,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,47990,['Lenovo'],Windows, Creative/Design,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 11 oper system creative/design lenovo
145,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/j/e/galaxy-book2-plastic-thin-and-light-laptop-samsung-original-imaghkp8zvqhfzrh.jpeg?q=70,SAMSUNG Core i7 12th Gen,72990,['SAMSUNG'],Windows, Business/Professional,intel core i7 processor (12th gen) 16 gb ddr4 ram window 11 oper system business/profession samsung
146,https://rukminim1.flixcart.com/image/312/312/l2ghgnk0/computer/v/3/7/-original-imagdsjsjszc65fh.jpeg?q=70,HP Envy x360 Ryzen 5 Hexa Core 5600U,79000,['HP'],Windows, Student/Education,amd ryzen 5 hexa core processor 16 gb ddr4 ram 64 bit window 11 oper system student/educ hp
147,https://rukminim1.flixcart.com/image/312/312/kz4gh3k0/computer/n/e/x/fx506lh-hn258ws-gaming-laptop-asus-original-imagb7hfzhmv6v9y.jpeg?q=70,ASUS TUF Gaming F15 Core i5 10th Gen,65990,['ASUS'],Windows, Gaming,intel core i5 processor (10th gen) 8 gb ddr4 ram 64 bit window 11 oper system game asu
148,https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/o/s/h/-original-imagcqvpmys2cmg3.jpeg?q=70,ASUS VivoBook K15 OLED Ryzen 5 Hexa Core AMD R5,56990,['ASUS'],Windows, Creative/Design,amd ryzen 5 hexa core processor 16 gb ddr4 ram 64 bit window 11 oper system creative/design asu
149,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/x/t/x/notebook-laptop-hp-original-imagjdywrx9g8yph.jpeg?q=70,HP G8 Core i3 11th Gen,34690,['HP'],Windows, Home/Everyday use,intel core i3 processor (11th gen) 8 gb ddr4 ram 32 bit window 11 oper system home/everyday use hp
150,https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/c/8/u/mkgp3hn-a-thin-and-light-laptop-apple-original-imag7yznc5d2rsuh.jpeg?q=70,APPLE 2021 Macbook Pro M1 Pro,213894,['APPLE'],MacOS, Creative/Design,appl m1 pro processor 16 gb unifi memori ram mac os oper system creative/design appl
151,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/h/l/x515ja-ej382ws-laptop-asus-original-imaghxfzcc6dgrqk.jpeg?q=70,ASUS Vivobook 15 Core i3 10th Gen,35990,['ASUS'],Windows, Home/Everyday use,intel core i3 processor (10th gen) 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use asu
152,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70,HP Ryzen 5 Hexa Core 5500U,50499,['HP'],Windows, Creative/Design,amd ryzen 5 hexa core processor 16 gb ddr4 ram 64 bit window 11 oper system creative/design hp
154,https://rukminim1.flixcart.com/image/312/312/l5e81ow0/computer/j/w/o/ex-215-54-thin-and-light-laptop-acer-original-imagg28wzdeny2jq.jpeg?q=70,acer Extensa Core i5 11th Gen,40990,['acer'],Windows, Business/Professional,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession acer
155,https://rukminim1.flixcart.com/image/312/312/l4x2rgw0/computer/t/c/y/inspiron-5320-thin-and-light-laptop-dell-original-imagfpzgrnw6hykf.jpeg?q=70,DELL Core i5 12th Gen,78190,['DELL'],Windows, Gaming,intel core i5 processor (12th gen) 16 gb ddr5 ram 64 bit window 11 oper system game dell
156,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/computer/e/u/0/inspiron-3525-notebook-dell-original-imagcyrebyny33kd.jpeg?q=70,DELL Ryzen 3 Quad Core 5425U,43490,['DELL'],Windows, Home/Everyday use,amd ryzen 3 quad core processor 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use dell
158,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/7/5/r/g15-5525-gaming-laptop-dell-original-imagf4haxvzux68z.jpeg?q=70,DELL Ryzen 7 Octa Core AMD R7,99990,['DELL'],Windows, Multimedia/Entertainment,amd ryzen 7 octa core processor 16 gb ddr5 ram 64 bit window 11 oper system multimedia/entertain dell
159,https://rukminim1.flixcart.com/image/312/312/l0bbonk0/computer/g/6/7/vostro-3400-notebook-dell-original-imagc4sthrpynfww.jpeg?q=70,DELL Ryzen 5 Quad Core 3450U,36990,['DELL'],Windows, Budget Friendly,amd ryzen 5 quad core processor 8 gb ddr4 ram 64 bit window 11 oper system budget friendli dell
162,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/r/n/-original-imagg6t94c5qsaqx.jpeg?q=70,ASUS Vivobook K15 OLED Ryzen 5 Hexa Core AMD R5,56990,['ASUS'],Windows, Home/Everyday use,amd ryzen 5 hexa core processor 16 gb ddr4 ram 64 bit window 11 oper system home/everyday use asu
163,https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/g/u/k/macbook-pro-thin-and-light-laptop-apple-original-imagfdewfh9z3pee.jpeg?q=70,APPLE 2022 MacBook Pro M2,121990,['APPLE'],MacOS, Creative/Design,appl m2 processor 8 gb unifi memori ram mac os oper system creative/design appl
164,https://rukminim1.flixcart.com/image/312/312/l3vxbbk0/computer/g/u/y/-original-imagewgtfgzf8fdd.jpeg?q=70,ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7,87990,['ASUS'],Windows, Gaming,amd ryzen 7 octa core processor 8 gb ddr4 ram 64 bit window 11 oper system game asu
165,https://rukminim1.flixcart.com/image/312/312/l4vnbm80/computer/i/f/f/15ada7-thin-and-light-laptop-lenovo-original-imagfzzxmhfgzysy.jpeg?q=70,Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U,42900,['Lenovo'],Windows, Budget Friendly,amd ryzen 5 quad core processor 8 gb ddr4 ram 64 bit window 11 oper system budget friendli lenovo
166,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/computer/e/g/8/g15-5515-gaming-laptop-dell-original-imagcnty69nhzy58.jpeg?q=70,DELL Ryzen 7 Octa Core AMD R7,88490,['DELL'],Windows, Gaming,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 11 oper system game dell
168,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/g/h/-original-imaghrfwurybjpyq.jpeg?q=70,ASUS Vivobook Pro 15 OLED Core i5 12th Gen,89990,['ASUS'],Windows, Multimedia/Entertainment,intel core i5 processor (12th gen) 16 gb lpddr5 ram 64 bit window 11 oper system multimedia/entertain asu
169,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/p/i/1/crosshair-15-b12uez-gaming-laptop-msi-original-imageymuhhs7djjf.jpeg?q=70,MSI Core i7 12th Gen,140990,['MSI'],Windows, Multimedia/Entertainment,intel core i7 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system multimedia/entertain msi
170,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/b/v/q/na-thin-and-light-laptop-apple-original-imagaygvkp7pjexm.jpeg?q=70,APPLE MacBook Air M1,106490,['APPLE'],MacOS, Creative/Design,appl m1 processor 16 gb ddr4 ram mac os oper system creative/design appl
172,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/e/u/-original-imaghrfs99qhypuc.jpeg?q=70,ASUS Vivobook Pro 15 OLED Core i5 12th Gen,89990,['ASUS'],Windows, Multimedia/Entertainment,intel core i5 processor (12th gen) 16 gb lpddr5 ram 64 bit window 11 oper system multimedia/entertain asu
173,https://rukminim1.flixcart.com/image/312/312/l26hdow0/computer/d/r/a/g15-5521-se-gaming-laptop-dell-original-imagdktezaswjvsk.jpeg?q=70,DELL G15 Core i5 12th Gen,79990,['DELL'],Windows, Gaming,intel core i5 processor (12th gen) 8 gb ddr5 ram 64 bit window 11 oper system game dell
175,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/9/l/-original-imaghzahumgmsmj5.jpeg?q=70,DELL Core i5 11th Gen,72990,['DELL'],Windows, Home/Everyday use,intel core i5 processor (11th gen) 16 gb ddr4 ram 64 bit window 11 oper system home/everyday use dell
176,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/x/p/-original-imaghzahjrwt6bvp.jpeg?q=70,DELL Core i5 12th Gen,76519,['DELL'],Windows, Home/Everyday use,intel core i5 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use dell
177,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/g/p/-original-imaggskghfjzams4.jpeg?q=70,ASUS Vivobook Flip 14 (2022) Touch Panel Core i5 12th Gen,74990,['ASUS'],Windows, Student/Education,intel core i5 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system student/educ asu
178,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/w/j/c/-original-imagf4htystubbsg.jpeg?q=70,DELL Inspiron Ryzen 3 Dual Core 3250U,38029,['DELL'],Windows, Home/Everyday use,amd ryzen 3 dual core processor 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use dell
179,https://rukminim1.flixcart.com/image/312/312/kp5sya80/screen-guard/tempered-glass/o/v/n/apple-macbook-air-m1-13-3-inch-lightwings-original-imag3gh5xftgbpg3.jpeg?q=70,APPLE MacBook Air M1,104990,['APPLE'],MacOS, Creative/Design,appl m1 processor 8 gb ddr4 ram mac os oper system creative/design appl
180,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/p/l/15ial7-thin-and-light-laptop-lenovo-original-imaggujwd4yz54xw.jpeg?q=70,Lenovo Intel Core i5 12th Gen,68400,['Lenovo'],Windows, Student/Education,intel core i5 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system student/educ lenovo
181,https://rukminim1.flixcart.com/image/312/312/k9d3p8w0/computer/c/a/h/asus-na-laptop-original-imafr6cbfurgkspg.jpeg?q=70,ASUS Pentium Quad Core,23990,['ASUS'],Windows, Home/Everyday use,intel pentium quad core processor 4 gb ddr4 ram 64 bit window 10 oper system home/everyday use asu
182,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70,Lenovo Intel Core i5 11th Gen,64990,['Lenovo'],Windows, Student/Education,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system student/educ lenovo
183,https://rukminim1.flixcart.com/image/312/312/ko8xtow0/computer/j/q/r/na-thin-and-light-laptop-dell-original-imag2qm3x6zhexrf.jpeg?q=70,DELL Inspiron Core i5 11th Gen,49890,['DELL'],Windows, Home/Everyday use,intel core i5 processor (11th gen) 16 gb ddr4 ram 64 bit window 11 oper system home/everyday use dell
185,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/c/3/-original-imagg56h9gat842s.jpeg?q=70,Lenovo IdeaPad 3 Core i5 12th Gen,62490,['Lenovo'],Windows, Student/Education,intel core i5 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system student/educ lenovo
186,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/i/d/p/na-thin-and-light-laptop-apple-original-imagaygvtvf6cx8h.jpeg?q=70,APPLE MacBook Air M1,126990,['APPLE'],MacOS, Creative/Design,appl m1 processor 16 gb ddr4 ram mac os oper system creative/design appl
187,https://rukminim1.flixcart.com/image/312/312/kz4gh3k0/computer/n/e/x/fx506lh-hn258ws-gaming-laptop-asus-original-imagb7hfzhmv6v9y.jpeg?q=70,ASUS TUF Gaming F15 Core i5 10th Gen,60990,['ASUS'],Windows, Gaming,intel core i5 processor (10th gen) 8 gb ddr4 ram 64 bit window 11 oper system game asu
189,https://rukminim1.flixcart.com/image/312/312/l4oi4cw0/computer/i/n/e/a715-5g-gaming-laptop-acer-original-imagfj2g954wfdyz.jpeg?q=70,acer Aspire 7 Core i5 12th Gen,61990,['acer'],Windows, Student/Education,intel core i5 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system student/educ acer
190,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/m/q/7/vostro-3425-thin-and-light-laptop-dell-original-imagf4mth22ydgqs.jpeg?q=70,DELL Ryzen 3 Quad Core 5425U,41490,['DELL'],Windows, Budget Friendly,amd ryzen 3 quad core processor 8 gb ddr4 ram 64 bit window 11 oper system budget friendli dell
191,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/e/r/fx517zc-hn083ws-gaming-laptop-asus-original-imaghksrxzczrbyw.jpeg?q=70,ASUS TUF Dash F15 Core i5 12th Gen,77990,['ASUS'],Windows, Gaming,intel core i5 processor (12th gen) 16 gb ddr5 ram window 11 oper system game asu
192,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/l/7/m/-original-imagetj2awbvdju6.jpeg?q=70,ASUS TUF Gaming F15 (2022) Core i7 12th Gen,94500,['ASUS'],Windows, Gaming,intel core i7 processor (12th gen) 16 gb ddr5 ram 64 bit window 11 oper system game asu
193,https://rukminim1.flixcart.com/image/312/312/ks7tuvk0/computer/t/j/v/g513qy-hq008ts-gaming-laptop-asus-original-imag5tthdvxrbrnv.jpeg?q=70,ASUS ROG Strix G15 Advantage Edition Ryzen 9 Octa Core AMD R9,154990,['ASUS'],Windows, Gaming,amd ryzen 9 octa core processor 16 gb ddr4 ram window 10 oper system game asu
196,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/o/q/u/eg2035tu-thin-and-light-laptop-hp-original-imagdtzgzfs6gjfy.jpeg?q=70,HP Pavilion Intel Core i5 12th Gen,74990,['HP'],Windows, Home/Everyday use,intel core i5 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system home/everyday use hp
197,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/u/-original-imaggzes4pd7ptkx.jpeg?q=70,ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5,65990,['ASUS'],Windows, Gaming,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 11 oper system game asu
198,https://rukminim1.flixcart.com/image/312/312/khdqnbk0/computer/5/2/3/apple-original-imafxfyqp4fbfuv3.jpeg?q=70,APPLE 2020 Macbook Pro M1,114990,['APPLE'],MacOS, Creative/Design,appl m1 processor 8 gb ddr4 ram mac os oper system creative/design appl
